QHpyN7gnq9Q.mp4 1431.95 1280 720 29.97002997 2011225 h264 854x480 617.009315968
QHpyN7gnq9Q.mp4 1431.95 1280 720 29.97002997 2011225 h264 640x360 395.577584028
QHpyN7gnq9Q.mp4 1431.95 1280 720 29.97002997 2011225 h264 426x240 251.463212967
DTTBWLzQbY0.mp4 183.553333 1280 720 29.97002997 1173830 h264 854x480 52.2335660458
DTTBWLzQbY0.mp4 183.553333 1280 720 29.97002997 1173830 h264 640x360 32.7295799255
DTTBWLzQbY0.mp4 183.553333 1280 720 29.97002997 1173830 h264 426x240 23.422590971
QR9Fi1l5tuo.mp4 1259.821667 492 360 25.0 338789 h264 426x240 114.192425013
aRZc1LQ4Bz0.mp4 626.683333 480 360 23.974 414649 h264 426x240 57.5697128773
hF3KVMGVedQ.mp4 672.541667 480 360 15.0 339612 h264 426x240 42.0526900291
3hYVkazLiZY.mp4 120.441667 1280 720 30.0 2827073 h264 854x480 54.5431129932
3hYVkazLiZY.mp4 120.441667 1280 720 30.0 2827073 h264 640x360 34.122989893
3hYVkazLiZY.mp4 120.441667 1280 720 30.0 2827073 h264 426x240 23.7282118797
SEpCce6cTvM.mp4 340.265 1280 720 23.976023976 1863882 h264 854x480 107.813971996
SEpCce6cTvM.mp4 340.265 1280 720 23.976023976 1863882 h264 640x360 68.3259801865
SEpCce6cTvM.mp4 340.265 1280 720 23.976023976 1863882 h264 426x240 45.4634230137
B-NckB3CQ9o.mp4 122.066667 1280 720 29.97002997 2068457 h264 854x480 47.5245120525
B-NckB3CQ9o.mp4 122.066667 1280 720 29.97002997 2068457 h264 640x360 32.2270131111
B-NckB3CQ9o.mp4 122.066667 1280 720 29.97002997 2068457 h264 426x240 21.5249371529
Y-X53chEP4k.mp4 1297.6 492 360 25.0 324332 h264 426x240 116.140969038
PB4h4MruJb0.mp4 296.936667 640 360 29.97002997 602347 h264 426x240 38.3057119846
SGX7F52aTtY.mp4 140.851667 1280 720 25.0 1332207 h264 854x480 38.846585989
SGX7F52aTtY.mp4 140.851667 1280 720 25.0 1332207 h264 640x360 24.7411429882
SGX7F52aTtY.mp4 140.851667 1280 720 25.0 1332207 h264 426x240 16.5879030228
lRoHBK2sL1w.mp4 1253.645 492 360 25.0 302625 h264 426x240 121.505549908
